fips,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,state,state_name,county_name
47141,0,1,0,1,0,0,0,3,TN,Tennessee,Putnam
47143,1,0,0,0,0,0,0,0,TN,Tennessee,Rhea
47145,1,2,1,2,0,0,1,0,TN,Tennessee,Roane
47147,0,1,0,1,2,0,0,1,TN,Tennessee,Robertson
47149,1,1,2,1,3,4,3,3,TN,Tennessee,Rutherford
47151,0,0,2,1,0,0,0,0,TN,Tennessee,Scott
47153,1,0,0,0,0,0,0,0,TN,Tennessee,Sequatchie
47155,2,0,1,1,0,4,1,1,TN,Tennessee,Sevier
47157,9,8,12,4,14,17,7,11,TN,Tennessee,Shelby
47159,0,0,0,1,1,1,0,0,TN,Tennessee,Smith
47161,0,0,0,0,0,0,0,0,TN,Tennessee,Stewart
47163,3,0,2,2,1,5,0,5,TN,Tennessee,Sullivan
47165,3,2,1,2,2,1,2,0,TN,Tennessee,Sumner
47167,1,0,1,0,0,0,0,0,TN,Tennessee,Tipton
47169,0,0,0,0,0,0,0,0,TN,Tennessee,Trousdale
47171,0,0,0,0,0,0,0,0,TN,Tennessee,Unicoi
47173,0,0,0,0,0,0,0,0,TN,Tennessee,Union
47175,0,0,0,0,0,0,0,0,TN,Tennessee,Van Buren
47177,0,0,0,1,1,0,0,0,TN,Tennessee,Warren
47179,0,0,3,2,1,0,3,2,TN,Tennessee,Washington
47181,0,1,0,0,0,0,0,0,TN,Tennessee,Wayne
47183,0,0,0,1,0,0,1,0,TN,Tennessee,Weakley
47185,0,0,1,1,1,0,0,2,TN,Tennessee,White
47187,0,0,0,2,0,1,2,0,TN,Tennessee,Williamson
47189,0,0,0,1,0,0,1,3,TN,Tennessee,Wilson
48001,0,2,0,0,1,1,0,1,TX,Texas,Anderson
48003,0,0,1,0,0,0,0,0,TX,Texas,Andrews
48005,0,0,0,3,1,0,0,8,TX,Texas,Angelina
48007,0,1,0,0,0,0,0,0,TX,Texas,Aransas
48009,0,0,0,0,0,0,0,0,TX,Texas,Archer
48011,1,0,0,0,0,0,0,0,TX,Texas,Armstrong
48013,0,1,1,0,0,1,0,1,TX,Texas,Atascosa
48015,1,0,1,0,0,0,0,0,TX,Texas,Austin
48017,0,0,0,0,0,0,0,0,TX,Texas,Bailey
48019,0,0,1,1,0,0,0,0,TX,Texas,Bandera
48021,1,0,0,0,0,0,0,0,TX,Texas,Bastrop
48023,0,0,0,0,0,0,0,1,TX,Texas,Baylor
48025,1,0,0,1,0,0,1,0,TX,Texas,Bee
48027,6,1,7,6,6,2,6,5,TX,Texas,Bell
48029,17,18,28,19,26,28,33,34,TX,Texas,Bexar
48031,0,0,1,0,0,0,0,0,TX,Texas,Blanco
48033,0,0,0,0,0,0,0,0,TX,Texas,Borden
48035,0,0,0,0,0,0,0,0,TX,Texas,Bosque
48037,2,0,0,1,1,0,1,1,TX,Texas,Bowie
48039,1,4,1,3,3,4,2,0,TX,Texas,Brazoria
48041,0,0,0,2,1,1,2,5,TX,Texas,Brazos
48043,0,0,1,0,0,0,1,0,TX,Texas,Brewster
48045,0,0,0,0,0,0,0,0,TX,Texas,Briscoe
48047,1,0,0,0,0,0,0,0,TX,Texas,Brooks
48049,0,0,0,0,0,0,0,0,TX,Texas,Brown
48051,0,0,0,0,0,0,0,2,TX,Texas,Burleson
48053,0,0,0,1,0,1,0,0,TX,Texas,Burnet
48055,0,0,1,0,0,0,0,0,TX,Texas,Caldwell
48057,0,0,0,0,0,0,0,0,TX,Texas,Calhoun
48059,0,0,0,0,0,0,0,0,TX,Texas,Callahan
48061,1,1,1,4,2,2,3,1,TX,Texas,Cameron
48063,0,0,0,0,0,0,0,0,TX,Texas,Camp
48065,0,1,0,1,0,0,0,0,TX,Texas,Carson
48067,1,0,0,0,0,0,2,0,TX,Texas,Cass
48069,0,0,0,0,0,0,0,0,TX,Texas,Castro
48071,1,1,0,0,0,0,1,1,TX,Texas,Chambers
48073,0,0,0,1,0,1,0,2,TX,Texas,Cherokee
48075,0,0,2,0,1,0,0,1,TX,Texas,Childress
48077,0,0,0,0,0,0,0,1,TX,Texas,Clay
48079,0,0,0,1,0,1,0,0,TX,Texas,Cochran
48081,0,0,0,0,0,0,0,0,TX,Texas,Coke
48083,0,0,0,0,0,0,1,0,TX,Texas,Coleman
48085,2,2,2,5,2,3,2,8,TX,Texas,Collin
48087,0,0,0,0,0,0,0,0,TX,Texas,Collingsworth
48089,0,0,0,0,0,0,0,0,TX,Texas,Colorado
48091,0,1,1,1,0,2,1,1,TX,Texas,Comal
48093,0,0,0,0,0,0,0,0,TX,Texas,Comanche
48095,0,0,0,0,0,0,0,1,TX,Texas,Concho
48097,0,0,1,0,0,0,0,0,TX,Texas,Cooke
48099,0,0,2,0,0,0,0,0,TX,Texas,Coryell
48101,0,0,1,0,0,0,0,0,TX,Texas,Cottle
48103,0,0,0,0,0,0,0,0,TX,Texas,Crane
48105,0,0,0,0,0,0,0,0,TX,Texas,Crockett
48107,1,1,0,0,0,0,0,0,TX,Texas,Crosby
48109,0,0,1,0,0,0,0,0,TX,Texas,Culberson
48111,0,0,0,1,0,1,0,0,TX,Texas,Dallam
48113,28,27,26,16,24,25,34,19,TX,Texas,Dallas
48115,0,0,0,0,0,0,0,0,TX,Texas,Dawson
48117,0,0,0,0,1,0,1,0,TX,Texas,Deaf Smith
48119,0,0,0,0,0,0,0,0,TX,Texas,Delta
48121,1,4,1,2,1,6,4,10,TX,Texas,Denton
48123,0,0,0,0,0,0,0,0,TX,Texas,DeWitt
48125,0,0,0,0,0,0,0,0,TX,Texas,Dickens
48127,0,1,0,0,5,0,0,0,TX,Texas,Dimmit
48129,0,0,0,0,0,0,0,0,TX,Texas,Donley
48131,0,0,0,0,0,0,0,0,TX,Texas,Duval
48133,1,0,0,2,0,0,0,0,TX,Texas,Eastland
48135,0,2,4,1,3,5,7,5,TX,Texas,Ector
48137,0,0,0,0,0,0,0,0,TX,Texas,Edwards
48139,0,1,2,2,1,0,0,0,TX,Texas,Ellis
48141,4,5,6,4,5,8,15,9,TX,Texas,El Paso
48143,0,0,0,0,0,0,0,0,TX,Texas,Erath
48145,0,0,1,0,0,0,0,0,TX,Texas,Falls
48147,0,0,0,1,0,1,0,0,TX,Texas,Fannin
48149,0,0,0,0,1,0,2,1,TX,Texas,Fayette
48151,0,0,0,0,0,0,0,0,TX,Texas,Fisher
48153,0,0,0,0,0,0,0,0,TX,Texas,Floyd
48155,0,0,0,1,0,0,0,0,TX,Texas,Foard
48157,3,4,4,1,4,6,3,3,TX,Texas,Fort Bend
48159,0,0,0,0,0,0,0,0,TX,Texas,Franklin
48161,0,0,0,0,0,3,0,0,TX,Texas,Freestone
48163,0,1,0,0,1,0,0,0,TX,Texas,Frio
48165,0,0,0,0,0,2,0,0,TX,Texas,Gaines
48167,9,1,2,4,7,6,10,2,TX,Texas,Galveston
48169,0,0,0,0,0,0,0,0,TX,Texas,Garza
48171,0,0,1,0,0,0,0,0,TX,Texas,Gillespie
48173,0,0,0,0,0,0,0,0,TX,Texas,Glasscock
48175,0,0,0,0,0,0,0,0,TX,Texas,Goliad
48177,0,0,0,1,0,0,0,0,TX,Texas,Gonzales
48179,1,1,0,0,0,0,0,0,TX,Texas,Gray
48181,0,0,0,1,0,0,2,1,TX,Texas,Grayson
48183,4,7,1,1,3,3,2,0,TX,Texas,Gregg
48185,0,0,0,0,0,0,1,0,TX,Texas,Grimes
48187,2,0,2,1,0,3,2,2,TX,Texas,Guadalupe
48189,0,0,0,0,0,1,0,0,TX,Texas,Hale
48191,0,0,0,0,0,0,0,0,TX,Texas,Hall
48193,0,0,0,0,0,0,0,0,TX,Texas,Hamilton
48195,0,0,0,0,0,0,0,0,TX,Texas,Hansford
48197,0,0,0,0,0,1,0,0,TX,Texas,Hardeman
48199,0,0,0,0,1,2,0,0,TX,Texas,Hardin
48201,51,57,52,41,62,54,67,75,TX,Texas,Harris
48203,1,0,0,0,1,1,0,0,TX,Texas,Harrison
48205,1,0,0,0,0,0,0,0,TX,Texas,Hartley
48207,0,0,0,1,0,0,0,0,TX,Texas,Haskell
48209,3,0,0,2,0,1,4,1,TX,Texas,Hays
48211,0,0,0,0,0,0,0,0,TX,Texas,Hemphill
48213,0,2,1,0,0,1,0,0,TX,Texas,Henderson
48215,6,2,5,8,0,5,12,6,TX,Texas,Hidalgo
48217,0,1,0,1,0,0,0,1,TX,Texas,Hill
48219,1,2,0,0,0,0,1,1,TX,Texas,Hockley
48221,0,0,0,0,0,0,0,0,TX,Texas,Hood
48223,0,0,0,0,0,1,0,0,TX,Texas,Hopkins
48225,0,0,0,0,0,0,0,0,TX,Texas,Houston
48227,0,0,1,0,1,0,0,0,TX,Texas,Howard
48229,0,1,0,0,0,0,0,1,TX,Texas,Hudspeth
48231,1,0,2,1,2,0,2,0,TX,Texas,Hunt
48233,0,0,0,1,0,0,0,0,TX,Texas,Hutchinson
48235,0,0,0,0,0,0,0,0,TX,Texas,Irion
48237,0,0,0,0,0,0,0,0,TX,Texas,Jack
48239,0,6,0,0,0,0,1,0,TX,Texas,Jackson
48241,0,0,0,0,0,0,1,0,TX,Texas,Jasper
48243,0,0,0,0,0,0,0,0,TX,Texas,Jeff Davis
48245,3,1,5,0,3,3,7,3,TX,Texas,Jefferson
48247,0,0,0,0,0,0,0,0,TX,Texas,Jim Hogg
48249,0,0,0,0,2,0,0,0,TX,Texas,Jim Wells
48251,2,0,2,2,1,1,0,3,TX,Texas,Johnson
48253,1,0,0,1,0,0,0,0,TX,Texas,Jones
48255,0,0,0,0,0,0,0,0,TX,Texas,Karnes
48257,0,4,6,1,0,0,0,0,TX,Texas,Kaufman
48259,0,1,0,0,0,1,2,1,TX,Texas,Kendall
48261,0,0,0,0,0,0,0,0,TX,Texas,Kenedy
48263,0,0,0,0,0,0,0,0,TX,Texas,Kent
48265,0,1,0,0,0,3,0,0,TX,Texas,Kerr
48267,0,0,0,0,0,0,0,1,TX,Texas,Kimble
48269,0,0,0,0,0,0,0,0,TX,Texas,King
48271,0,0,0,0,0,2,0,0,TX,Texas,Kinney
48273,2,0,0,0,0,1,0,1,TX,Texas,Kleberg
48275,0,0,0,0,0,0,1,0,TX,Texas,Knox
48277,0,1,0,0,1,0,1,2,TX,Texas,Lamar
48279,0,0,0,1,1,0,0,0,TX,Texas,Lamb
48281,0,0,0,0,0,0,0,0,TX,Texas,Lampasas
48283,0,0,0,0,0,0,0,0,TX,Texas,La Salle
48285,0,1,0,0,0,0,0,0,TX,Texas,Lavaca
48287,0,0,1,1,0,0,1,0,TX,Texas,Lee
48289,0,1,0,1,0,0,0,0,TX,Texas,Leon
48291,0,1,0,0,0,1,1,0,TX,Texas,Liberty
48293,0,0,0,0,0,0,0,0,TX,Texas,Limestone
48295,0,0,0,0,0,0,0,0,TX,Texas,Lipscomb
48297,0,0,0,0,0,0,1,0,TX,Texas,Live Oak
48299,0,1,1,0,1,0,0,0,TX,Texas,Llano
48301,0,0,0,0,0,0,0,0,TX,Texas,Loving
48303,4,3,5,5,3,3,6,3,TX,Texas,Lubbock
48305,0,1,0,0,0,0,0,0,TX,Texas,Lynn
48307,0,0,0,0,0,0,0,0,TX,Texas,McCulloch
48309,2,13,2,2,3,5,5,5,TX,Texas,McLennan
48311,0,0,0,0,0,0,0,0,TX,Texas,McMullen
48313,0,0,0,0,0,0,0,0,TX,Texas,Madison
48315,0,0,0,0,0,0,0,0,TX,Texas,Marion
48317,0,0,0,0,0,0,0,0,TX,Texas,Martin
48319,0,0,0,0,0,0,0,0,TX,Texas,Mason
48321,0,0,0,0,0,0,1,0,TX,Texas,Matagorda
48323,0,0,0,0,1,0,0,3,TX,Texas,Maverick
48325,1,0,0,0,1,0,0,0,TX,Texas,Medina
48327,0,0,0,0,0,0,1,0,TX,Texas,Menard
48329,6,1,1,0,3,3,4,1,TX,Texas,Midland
48331,0,0,0,0,0,1,0,0,TX,Texas,Milam
48333,0,0,0,0,0,0,0,0,TX,Texas,Mills
48335,0,0,0,0,0,1,0,0,TX,Texas,Mitchell
48337,0,2,0,0,0,1,0,0,TX,Texas,Montague
48339,5,1,4,3,6,3,0,2,TX,Texas,Montgomery
48341,0,0,0,0,1,0,1,0,TX,Texas,Moore
48343,0,0,0,0,0,0,0,0,TX,Texas,Morris
48345,0,0,0,0,0,0,0,0,TX,Texas,Motley
48347,1,1,1,0,0,2,0,0,TX,Texas,Nacogdoches
48349,0,0,0,0,0,1,0,0,TX,Texas,Navarro
48351,0,0,0,1,0,0,1,0,TX,Texas,Newton
48353,1,0,1,0,1,1,0,0,TX,Texas,Nolan
48355,4,8,3,1,2,13,7,13,TX,Texas,Nueces
48357,0,0,1,0,0,0,0,0,TX,Texas,Ochiltree
48359,0,0,0,0,0,0,0,0,TX,Texas,Oldham
48361,1,0,0,0,0,0,1,1,TX,Texas,Orange
48363,0,0,0,0,0,0,0,0,TX,Texas,Palo Pinto
48365,0,0,1,0,0,0,0,0,TX,Texas,Panola
48367,1,5,3,0,1,0,0,0,TX,Texas,Parker
48369,0,0,0,0,0,0,0,0,TX,Texas,Parmer
48371,1,0,0,1,0,0,0,0,TX,Texas,Pecos
48373,0,1,1,0,0,0,1,0,TX,Texas,Polk
48375,4,3,2,3,2,2,1,4,TX,Texas,Potter
48377,0,0,0,0,0,1,1,0,TX,Texas,Presidio
48379,0,0,0,0,0,0,0,0,TX,Texas,Rains
48381,0,1,3,0,3,1,0,2,TX,Texas,Randall
48383,0,0,0,0,0,0,0,0,TX,Texas,Reagan
48385,0,0,0,0,1,0,1,0,TX,Texas,Real
48387,0,0,0,0,1,0,0,0,TX,Texas,Red River
48389,0,0,0,0,0,0,2,0,TX,Texas,Reeves
48391,0,0,0,0,0,0,1,0,TX,Texas,Refugio
48393,0,0,0,0,0,0,0,0,TX,Texas,Roberts
48395,1,0,0,0,0,0,0,0,TX,Texas,Robertson
48397,0,0,0,2,0,0,2,1,TX,Texas,Rockwall
48399,0,0,0,0,1,0,1,0,TX,Texas,Runnels
48401,1,0,0,1,0,0,0,0,TX,Texas,Rusk
48403,0,0,0,0,0,0,0,0,TX,Texas,Sabine
48405,0,0,0,0,0,0,0,0,TX,Texas,San Augustine
48407,0,0,0,1,1,0,0,0,TX,Texas,San Jacinto
48409,1,0,1,0,2,2,2,4,TX,Texas,San Patricio
48411,0,0,0,0,0,0,0,0,TX,Texas,San Saba
48413,0,0,0,0,0,0,0,0,TX,Texas,Schleicher
48415,0,0,0,0,0,1,0,2,TX,Texas,Scurry
48417,0,0,0,0,0,0,0,0,TX,Texas,Shackelford
48419,1,1,0,0,3,0,0,0,TX,Texas,Shelby
48421,0,0,0,0,1,0,0,0,TX,Texas,Sherman
48423,0,2,2,1,4,0,1,0,TX,Texas,Smith
48425,1,0,0,0,0,0,0,0,TX,Texas,Somervell
48427,0,1,0,0,0,0,0,1,TX,Texas,Starr
48429,0,0,0,0,0,0,0,0,TX,Texas,Stephens
48431,0,0,0,0,0,0,0,0,TX,Texas,Sterling
48433,0,0,0,0,0,0,0,0,TX,Texas,Stonewall
48435,0,1,0,0,0,0,0,0,TX,Texas,Sutton
48437,0,0,0,1,0,0,1,0,TX,Texas,Swisher
48439,12,19,18,18,21,20,10,15,TX,Texas,Tarrant
48441,0,0,1,1,1,1,2,2,TX,Texas,Taylor
48443,0,0,0,0,0,1,0,0,TX,Texas,Terrell
48445,0,0,0,0,0,0,0,0,TX,Texas,Terry
48447,0,0,0,0,0,0,0,0,TX,Texas,Throckmorton
48449,0,0,0,0,0,0,0,1,TX,Texas,Titus
48451,2,0,1,2,1,0,6,3,TX,Texas,Tom Green
48453,9,13,10,12,16,10,8,10,TX,Texas,Travis
48455,0,0,1,0,0,0,0,0,TX,Texas,Trinity
48457,0,0,1,0,0,0,0,1,TX,Texas,Tyler
48459,0,0,0,1,0,0,1,0,TX,Texas,Upshur
48461,0,0,0,0,0,0,0,0,TX,Texas,Upton
48463,0,0,0,0,0,0,0,1,TX,Texas,Uvalde
48465,0,1,0,1,0,0,0,9,TX,Texas,Val Verde
48467,0,1,0,0,0,2,1,1,TX,Texas,Van Zandt
48469,1,1,2,0,1,0,2,3,TX,Texas,Victoria
48471,0,0,1,0,0,1,0,1,TX,Texas,Walker
48473,0,1,0,0,2,0,0,0,TX,Texas,Waller
48475,0,0,0,0,0,1,1,0,TX,Texas,Ward
48477,0,0,1,0,0,0,0,0,TX,Texas,Washington
48479,1,3,1,5,9,1,7,3,TX,Texas,Webb
48481,0,0,0,0,0,0,0,0,TX,Texas,Wharton
48483,0,0,0,0,0,0,0,0,TX,Texas,Wheeler
48485,2,0,0,2,0,3,0,5,TX,Texas,Wichita
48487,0,0,0,0,1,1,0,0,TX,Texas,Wilbarger
48489,0,0,0,0,0,0,0,1,TX,Texas,Willacy
48491,0,0,0,1,2,2,5,3,TX,Texas,Williamson
48493,0,0,2,0,0,0,1,0,TX,Texas,Wilson
48495,0,1,0,0,0,0,0,0,TX,Texas,Winkler
48497,0,0,0,0,0,0,0,0,TX,Texas,Wise
48499,0,0,1,0,0,1,0,2,TX,Texas,Wood
48501,0,0,0,0,0,0,0,0,TX,Texas,Yoakum
48503,0,0,0,0,0,0,0,1,TX,Texas,Young
48505,0,0,0,0,0,0,0,1,TX,Texas,Zapata
48507,0,0,0,0,0,0,0,4,TX,Texas,Zavala
49001,0,0,0,0,0,0,0,0,UT,Utah,Beaver
49003,0,0,0,0,0,0,0,0,UT,Utah,Box Elder
49005,0,2,1,1,0,0,0,0,UT,Utah,Cache
49007,1,0,0,0,0,1,0,0,UT,Utah,Carbon
49009,0,0,0,0,0,0,0,0,UT,Utah,Daggett
49011,1,2,1,1,2,1,7,3,UT,Utah,Davis
49013,0,1,0,0,0,1,0,0,UT,Utah,Duchesne
49015,0,0,0,0,0,1,0,0,UT,Utah,Emery
49017,0,0,0,0,0,0,0,0,UT,Utah,Garfield
49019,0,0,0,0,0,0,2,0,UT,Utah,Grand
49021,0,1,0,1,1,1,0,3,UT,Utah,Iron
49023,1,0,0,0,0,0,0,0,UT,Utah,Juab
49025,0,0,0,0,0,0,0,0,UT,Utah,Kane
49027,1,0,1,0,0,0,1,1,UT,Utah,Millard
49029,0,0,0,0,0,0,0,0,UT,Utah,Morgan
49031,0,0,0,0,0,0,0,0,UT,Utah,Piute
49033,0,0,0,0,0,0,0,0,UT,Utah,Rich
49035,12,10,13,8,21,7,24,18,UT,Utah,Salt Lake
49037,0,1,0,0,0,0,0,0,UT,Utah,San Juan
49039,0,0,1,0,0,1,0,0,UT,Utah,Sanpete
49041,0,0,0,0,0,0,0,0,UT,Utah,Sevier
49043,0,0,0,0,0,0,0,0,UT,Utah,Summit
49045,2,0,0,2,1,0,1,1,UT,Utah,Tooele
49047,1,1,0,0,0,0,3,0,UT,Utah,Uintah
49049,7,2,3,3,5,1,2,6,UT,Utah,Utah
49051,0,0,0,0,0,0,0,1,UT,Utah,Wasatch
49053,1,0,1,1,0,0,0,2,UT,Utah,Washington
49055,0,0,0,0,0,0,0,0,UT,Utah,Wayne
49057,7,1,2,2,3,7,12,5,UT,Utah,Weber
50001,1,0,0,0,0,1,0,0,VT,Vermont,Addison
50003,1,0,0,0,1,1,0,0,VT,Vermont,Bennington
50005,0,0,0,0,0,0,0,0,VT,Vermont,Caledonia
50007,0,2,2,0,0,2,1,0,VT,Vermont,Chittenden
50009,0,0,0,0,0,0,0,0,VT,Vermont,Essex
50011,0,0,0,0,1,0,0,0,VT,Vermont,Franklin
50013,0,0,0,0,0,0,0,0,VT,Vermont,Grand Isle
50015,0,0,0,0,0,0,0,0,VT,Vermont,Lamoille
50017,0,0,0,0,0,1,1,0,VT,Vermont,Orange
50019,2,0,0,0,0,0,0,0,VT,Vermont,Orleans
50021,0,0,0,1,0,3,0,2,VT,Vermont,Rutland
50023,0,1,0,0,2,1,2,0,VT,Vermont,Washington
50025,1,0,0,0,0,1,0,0,VT,Vermont,Windham
50027,1,0,0,0,0,1,0,2,VT,Vermont,Windsor
51001,0,0,1,0,0,0,0,0,VA,Virginia,Accomack
51003,0,0,0,0,1,1,1,0,VA,Virginia,Albemarle
51005,0,0,0,0,0,0,0,1,VA,Virginia,Alleghany
51007,0,0,0,0,0,0,0,0,VA,Virginia,Amelia
51009,1,0,0,1,1,0,0,1,VA,Virginia,Amherst
51011,0,0,0,0,0,0,0,0,VA,Virginia,Appomattox
51013,0,1,0,2,1,0,0,1,VA,Virginia,Arlington
51015,1,0,0,2,0,0,0,3,VA,Virginia,Augusta
51017,0,0,0,0,0,0,0,0,VA,Virginia,Bath
51019,3,0,0,0,0,0,1,1,VA,Virginia,Bedford
51021,0,0,0,0,0,0,0,0,VA,Virginia,Bland
51023,0,0,0,0,2,1,1,0,VA,Virginia,Botetourt
51025,0,0,0,0,0,1,0,0,VA,Virginia,Brunswick
51027,0,0,1,0,0,0,1,0,VA,Virginia,Buchanan
51029,0,0,1,0,0,0,0,0,VA,Virginia,Buckingham
51031,0,1,0,0,0,0,0,0,VA,Virginia,Campbell
51033,0,1,0,1,0,0,0,1,VA,Virginia,Caroline
51035,0,1,1,0,0,0,0,0,VA,Virginia,Carroll
51036,0,0,0,0,0,0,0,0,VA,Virginia,Charles City
51037,0,0,0,0,0,0,0,0,VA,Virginia,Charlotte
51041,0,2,3,4,1,0,0,3,VA,Virginia,Chesterfield
51043,0,0,0,0,0,0,0,0,VA,Virginia,Clarke
51045,0,0,0,0,0,0,0,0,VA,Virginia,Craig
51047,0,1,1,2,0,0,1,2,VA,Virginia,Culpeper
51049,0,0,0,0,0,1,0,0,VA,Virginia,Cumberland
51051,0,1,0,0,0,0,0,2,VA,Virginia,Dickenson
51053,0,0,1,1,0,0,0,0,VA,Virginia,Dinwiddie
51057,0,0,0,0,0,0,0,0,VA,Virginia,Essex
51059,4,0,4,2,2,1,3,3,VA,Virginia,Fairfax
51061,3,1,0,0,0,0,0,1,VA,Virginia,Fauquier
51063,0,0,0,0,0,1,0,0,VA,Virginia,Floyd
51065,0,0,0,0,0,0,0,0,VA,Virginia,Fluvanna
51067,1,0,2,0,0,0,0,0,VA,Virginia,Franklin
51069,0,1,1,0,1,0,1,2,VA,Virginia,Frederick
51071,1,0,0,1,1,0,0,0,VA,Virginia,Giles
51073,0,0,0,0,0,0,0,0,VA,Virginia,Gloucester
51075,0,1,0,0,0,1,0,1,VA,Virginia,Goochland
51077,0,1,0,1,0,0,0,0,VA,Virginia,Grayson
51079,0,0,0,0,0,0,0,0,VA,Virginia,Greene
51081,0,2,0,1,0,0,0,1,VA,Virginia,Greensville
51083,0,0,1,0,0,0,0,0,VA,Virginia,Halifax
51085,0,1,0,0,0,0,0,0,VA,Virginia,Hanover
51087,3,3,0,2,5,1,2,4,VA,Virginia,Henrico
51089,3,0,0,1,0,0,1,0,VA,Virginia,Henry
51091,0,0,0,0,0,0,0,0,VA,Virginia,Highland
51093,1,1,0,2,0,0,0,0,VA,Virginia,Isle of Wight
51095,0,0,0,0,1,0,0,0,VA,Virginia,James City
51097,0,0,0,0,1,0,0,0,VA,Virginia,King and Queen
51099,0,1,0,0,0,0,0,3,VA,Virginia,King George
51101,0,0,0,0,0,0,0,0,VA,Virginia,King William
51103,0,0,0,1,0,0,0,0,VA,Virginia,Lancaster
51105,0,0,0,0,0,0,0,0,VA,Virginia,Lee
51107,2,0,1,2,1,2,1,1,VA,Virginia,Loudoun
51109,0,0,1,1,0,2,0,0,VA,Virginia,Louisa
51111,0,0,0,0,0,0,0,0,VA,Virginia,Lunenburg
51113,0,0,1,0,0,0,0,0,VA,Virginia,Madison
51115,0,0,0,0,0,0,0,0,VA,Virginia,Mathews
51117,0,0,0,0,0,0,1,2,VA,Virginia,Mecklenburg
51119,0,0,0,0,1,0,0,0,VA,Virginia,Middlesex
51121,1,1,0,0,1,0,1,3,VA,Virginia,Montgomery
51125,0,0,0,0,0,0,0,0,VA,Virginia,Nelson
51127,0,0,0,0,0,0,0,1,VA,Virginia,New Kent
51131,0,0,0,0,0,0,0,0,VA,Virginia,Northampton
51133,0,0,0,0,0,0,0,0,VA,Virginia,Northumberland
51135,0,0,0,0,0,0,0,0,VA,Virginia,Nottoway
51137,0,0,0,0,0,0,0,0,VA,Virginia,Orange
51139,0,3,0,0,0,0,0,4,VA,Virginia,Page
51141,0,0,0,0,0,0,0,0,VA,Virginia,Patrick
51143,0,1,0,0,0,0,2,0,VA,Virginia,Pittsylvania
51145,0,2,0,0,0,0,1,0,VA,Virginia,Powhatan
51147,1,0,0,0,0,0,0,0,VA,Virginia,Prince Edward
51149,0,0,0,0,0,0,1,1,VA,Virginia,Prince George
51153,1,2,0,3,3,1,2,5,VA,Virginia,Prince William
51155,0,1,0,1,0,1,0,1,VA,Virginia,Pulaski
51157,0,0,0,0,0,0,0,1,VA,Virginia,Rappahannock
51159,0,0,0,0,0,0,1,1,VA,Virginia,Richmond
51161,1,0,1,0,0,0,0,2,VA,Virginia,Roanoke
51163,0,0,2,1,0,0,0,0,VA,Virginia,Rockbridge
51165,0,0,0,0,0,2,3,0,VA,Virginia,Rockingham
51167,0,0,0,0,0,0,0,0,VA,Virginia,Russell
51169,0,1,1,0,1,1,0,0,VA,Virginia,Scott
51171,0,0,0,0,0,0,0,0,VA,Virginia,Shenandoah
51173,0,0,0,0,0,0,0,0,VA,Virginia,Smyth
51175,0,0,0,0,0,0,0,0,VA,Virginia,Southampton
51177,0,1,1,0,1,0,1,2,VA,Virginia,Spotsylvania
51179,0,0,1,1,1,1,2,2,VA,Virginia,Stafford
51181,0,0,0,0,1,0,0,0,VA,Virginia,Surry
51183,0,0,0,0,1,2,3,1,VA,Virginia,Sussex
51185,0,0,0,0,0,1,0,0,VA,Virginia,Tazewell
51187,0,0,0,0,0,0,0,1,VA,Virginia,Warren
51191,2,0,0,1,1,0,0,2,VA,Virginia,Washington
51193,0,0,0,0,0,0,0,0,VA,Virginia,Westmoreland
51195,0,0,0,0,1,0,0,1,VA,Virginia,Wise
51197,0,0,1,1,1,2,1,0,VA,Virginia,Wythe
51199,0,0,0,0,0,1,0,0,VA,Virginia,York
51510,0,2,0,2,2,0,1,0,VA,Virginia,Alexandria city
51515,0,0,0,0,0,0,0,0,VA,Virginia,Bedford city
51520,0,0,0,1,1,0,0,1,VA,Virginia,Bristol city
51530,0,1,0,0,0,0,0,0,VA,Virginia,Buena Vista city
51540,0,0,1,1,1,0,0,0,VA,Virginia,Charlottesville city
51550,0,1,1,1,0,1,1,9,VA,Virginia,Chesapeake city
51570,0,0,0,0,0,0,3,0,VA,Virginia,Colonial Heights city
51580,0,0,0,0,0,0,0,0,VA,Virginia,Covington city
51590,0,0,1,1,2,0,0,0,VA,Virginia,Danville city
51595,0,0,0,0,0,0,0,2,VA,Virginia,Emporia city
51600,0,0,0,0,0,0,0,0,VA,Virginia,Fairfax city
51610,0,0,0,0,0,0,0,0,VA,Virginia,Falls Church city
51620,0,0,0,0,0,0,0,0,VA,Virginia,Franklin city
51630,0,0,1,0,0,0,0,1,VA,Virginia,Fredericksburg city
51640,0,0,0,0,0,0,0,0,VA,Virginia,Galax city
51650,2,0,1,2,2,0,1,0,VA,Virginia,Hampton city
51660,0,1,0,1,1,0,0,2,VA,Virginia,Harrisonburg city
51670,1,0,1,0,1,0,0,0,VA,Virginia,Hopewell city
51678,0,0,0,0,0,0,0,0,VA,Virginia,Lexington city
51680,0,0,0,1,3,0,1,1,VA,Virginia,Lynchburg city
51683,0,0,0,0,0,0,0,0,VA,Virginia,Manassas city
51685,0,0,0,0,0,0,0,0,VA,Virginia,Manassas Park city
51690,0,0,0,0,0,0,0,1,VA,Virginia,Martinsville city
51700,1,2,2,2,0,3,1,1,VA,Virginia,Newport News city
51710,5,1,8,2,0,1,3,0,VA,Virginia,Norfolk city
